City,State,Eastern Time,Source,DailyTempMax,DailyTempMin,DailyDewPointMax,DailyDewPointMin,DailyRH Max,DailyMin RH,DailyBPMax,DailyBPMin,DailyPrecip,DailyWindMax,DailyWindMaxDir
Berkeley Twp.,NJ,2018-03-02,Mesonet,45,32.0,45,28,102,80,29.74,29.24,1.36,39,NNW
Berkeley Twp.,NJ,2018-03-01,Mesonet,58,32.0,46,31,100,48,29.85,29.41,0.5,14,SE
Berkeley Twp.,NJ,2018-02-28,Mesonet,62,32.0,38,25,81,32,30.2,29.84,0.0,30,WSW
Berkeley Twp.,NJ,2018-02-27,Mesonet,56,23.0,34,20,98,25,30.39,30.19,0.0,17,S
Berkeley Twp.,NJ,2018-02-26,Mesonet,50,30.0,44,27,100,46,30.23,29.99,0.01,15,NW
Berkeley Twp.,NJ,2018-02-25,Mesonet,46,42.0,46,41,100,96,30.14,29.84,0.63,24,E
Berkeley Twp.,NJ,2018-02-24,Mesonet,48,42.0,48,42,100,90,30.16,30.08,0.08,19,WSW
Berkeley Twp.,NJ,2018-02-23,Mesonet,43,37.0,43,34,100,88,30.61,30.15,0.07,21,ENE
Berkeley Twp.,NJ,2018-02-22,Mesonet,60,37.0,52,33,97,47,30.6,30.35,0.02,31,ENE
Berkeley Twp.,NJ,2018-02-21,Mesonet,78,56.0,63,52,100,53,30.36,30.2,0.0,33,SW
Berkeley Twp.,NJ,2018-02-20,Mesonet,76,51.0,58,51,100,50,30.32,30.24,0.0,25,SW
Berkeley Twp.,NJ,2018-02-19,Mesonet,54,22.0,52,21,100,58,30.49,30.28,0.0,22,SSW
Berkeley Twp.,NJ,2018-02-18,Mesonet,45,22.0,33,21,102,44,30.49,29.91,0.0,19,W
Berkeley Twp.,NJ,2018-02-17,Mesonet,39,25.0,33,14,101,45,30.36,29.94,0.68,22,SSE
Berkeley Twp.,NJ,2018-02-16,Mesonet,60,36.0,58,18,100,46,30.15,29.54,0.12,27,NNW
Berkeley Twp.,NJ,2018-02-15,Mesonet,59,44.0,56,42,99,79,30.03,29.63,0.16,16,WSW
Berkeley Twp.,NJ,2018-02-14,Mesonet,58,31.0,43,26,91,47,30.53,30.03,0.01,19,SW
Berkeley Twp.,NJ,2018-02-13,Mesonet,35,23.0,27,11,81,38,30.79,30.52,0.0,18,ESE
Berkeley Twp.,NJ,2018-02-12,Mesonet,62,27.0,62,19,99,42,30.62,29.89,0.03,21,NNW
Berkeley Twp.,NJ,2018-02-11,Mesonet,62,50.0,61,50,100,96,30.07,29.82,1.24,39,W
Berkeley Twp.,NJ,2018-02-10,Mesonet,62,28.0,54,27,100,61,30.35,29.99,0.53,29,SW
Berkeley Twp.,NJ,2018-02-09,Mesonet,38,13.0,30,11,95,44,30.56,30.34,0.0,20,S
Berkeley Twp.,NJ,2018-02-08,Mesonet,36,16.0,34,10,90,38,30.46,30.05,0.0,21,N
Berkeley Twp.,NJ,2018-02-07,Mesonet,53,17.0,52,16,100,79,30.44,29.8,0.59,36,SSW
Berkeley Twp.,NJ,2018-02-06,Mesonet,41,16.0,28,13,97,53,30.46,30.25,0.0,18,W
Berkeley Twp.,NJ,2018-02-05,Mesonet,39,17.0,39,9,101,35,30.29,29.6,0.0,30,NNW
Berkeley Twp.,NJ,2018-02-04,Mesonet,49,27.0,49,14,100,57,30.34,29.57,0.72,27,WNW
Berkeley Twp.,NJ,2018-02-03,Mesonet,32,6.0,18,-1,86,30,30.45,30.32,0.0,23,WSW
Berkeley Twp.,NJ,2018-02-02,Mesonet,40,16.0,38,-2,99,37,30.35,29.76,0.1,30,NW
Berkeley Twp.,NJ,2018-02-01,Mesonet,46,28.0,38,22,93,45,30.02,29.76,0.01,17,SSW
Berkeley Twp.,NJ,2018-01-31,Mesonet,34,14.0,22,3,76,29,30.3,30.01,0.0,21,NW
Berkeley Twp.,NJ,2018-01-30,Mesonet,35,22.0,34,9,101,56,30.15,29.89,0.04,29,NW
Berkeley Twp.,NJ,2018-01-29,Mesonet,43,34.0,42,28,97,60,30.18,29.93,0.01,34,NE
Berkeley Twp.,NJ,2018-01-28,Mesonet,56,43.0,51,42,99,68,30.24,30.16,0.37,29,SW
Berkeley Twp.,NJ,2018-01-27,Mesonet,60,17.0,45,15,100,43,30.57,30.21,0.0,38,SW
Berkeley Twp.,NJ,2018-01-26,Mesonet,42,9.0,20,1,92,24,30.69,30.53,0.0,15,SSE
Berkeley Twp.,NJ,2018-01-25,Mesonet,35,13.0,17,5,89,29,30.54,30.09,0.0,23,NNW
Berkeley Twp.,NJ,2018-01-24,Mesonet,44,29.0,32,17,97,40,30.12,29.74,0.0,34,WNW
Berkeley Twp.,NJ,2018-01-23,Mesonet,59,35.0,58,30,99,63,29.97,29.49,0.4,32,SSW
Berkeley Twp.,NJ,2018-01-22,Mesonet,61,34.0,43,32,97,50,30.15,29.97,0.0,15,ENE
Berkeley Twp.,NJ,2018-01-21,Mesonet,54,25.0,38,23,96,49,30.16,30.02,0.0,20,NW
Berkeley Twp.,NJ,2018-01-20,Mesonet,55,26.0,30,16,89,33,30.03,29.83,0.0,29,WNW
Berkeley Twp.,NJ,2018-01-19,Mesonet,45,11.0,20,9,93,30,30.07,29.94,0.0,23,W
Berkeley Twp.,NJ,2018-01-18,Mesonet,33,15.0,14,5,88,33,30.14,29.89,0.0,28,NW
Berkeley Twp.,NJ,2018-01-17,Mesonet,36,20.0,35,11,101,66,30.25,30.12,0.14,19,WNW
Berkeley Twp.,NJ,2018-01-16,Mesonet,42,22.0,34,21,98,68,30.46,30.25,0.0,13,SE
Berkeley Twp.,NJ,2018-01-15,Mesonet,32,13.0,26,4,92,64,30.59,30.4,0.0,27,NE
Berkeley Twp.,NJ,2018-01-14,Mesonet,26,12.0,6,-4,72,27,30.62,30.35,0.0,19,NNW
Berkeley Twp.,NJ,2018-01-13,Mesonet,59,19.0,58,4,100,47,30.36,29.3,0.11,31,WSW
Berkeley Twp.,NJ,2018-01-12,Mesonet,63,52.0,62,52,100,95,30.14,29.5,0.24,35,SSW
Berkeley Twp.,NJ,2018-01-11,Mesonet,60,35.0,53,33,100,68,30.37,30.14,0.0,17,S
Berkeley Twp.,NJ,2018-01-10,Mesonet,43,9.0,34,7,96,58,30.47,30.34,0.0,14,SE
Berkeley Twp.,NJ,2018-01-09,Mesonet,44,17.0,33,15,101,44,30.35,30.0,0.0,20,NNW
Berkeley Twp.,NJ,2018-01-08,Mesonet,36,5.0,32,1,99,32,30.37,30.01,0.02,26,SW
Berkeley Twp.,NJ,2018-01-07,Mesonet,20,-7.0,2,-15,76,29,30.6,30.37,0.0,17,SW
Berkeley Twp.,NJ,2018-01-06,Mesonet,15,5.0,-5,-15,56,33,30.44,30.08,0.0,37,NW
Berkeley Twp.,NJ,2018-01-05,Mesonet,16,9.0,3,-7,60,40,30.09,29.58,0.0,38,W
Berkeley Twp.,NJ,2018-01-04,Mesonet,30,15.0,25,2,100,55,29.88,29.19,0.65,36,NW
Berkeley Twp.,NJ,2018-01-03,Mesonet,33,-5.0,17,-8,89,18,30.33,29.88,0.0,14,SSE
Berkeley Twp.,NJ,2018-01-02,Mesonet,25,6.0,8,-1,78,41,30.43,30.31,0.0,24,W
Berkeley Twp.,NJ,2018-01-01,Mesonet,18,-1.0,1,-7,79,33,30.39,30.3,0.0,26,NNW
Berkeley Twp.,NJ,2017-12-31,Mesonet,18,7.0,10,-5,75,40,30.31,30.05,0.0,23,WNW
Berkeley Twp.,NJ,2017-12-30,Mesonet,23,3.0,21,0,99,74,30.24,29.86,,14,WNW
Berkeley Twp.,NJ,2017-12-29,Mesonet,23,4.0,6,-5,88,34,30.41,30.17,0.0,21,W
Berkeley Twp.,NJ,2017-12-28,Mesonet,20,4.0,3,-10,76,27,30.56,30.4,0.0,23,NW
Berkeley Twp.,NJ,2017-12-27,Mesonet,27,10.0,9,-3,82,31,30.49,30.38,0.0,20,NW
Berkeley Twp.,NJ,2017-12-26,Mesonet,31,15.0,13,-5,80,23,30.43,30.23,0.0,28,W
Berkeley Twp.,NJ,2017-12-25,Mesonet,46,28.0,46,4,100,32,30.24,29.62,0.06,41,W
Berkeley Twp.,NJ,2017-12-24,Mesonet,44,31.0,44,28,99,57,30.18,29.75,0.06,22,ENE
Berkeley Twp.,NJ,2017-12-23,Mesonet,57,41.0,56,38,100,84,30.07,29.58,0.25,33,SSW
Berkeley Twp.,NJ,2017-12-22,Mesonet,51,21.0,43,19,93,69,30.25,30.06,0.0,14,S
Berkeley Twp.,NJ,2017-12-21,Mesonet,42,17.0,22,14,92,39,30.25,30.01,0.0,12,NNE
Berkeley Twp.,NJ,2017-12-20,Mesonet,49,20.0,36,16,89,31,30.01,29.72,0.0,24,WNW
Berkeley Twp.,NJ,2017-12-19,Mesonet,58,32.0,41,31,97,41,29.93,29.73,0.0,30,W
Berkeley Twp.,NJ,2017-12-18,Mesonet,51,32.0,40,30,98,50,30.12,29.92,0.0,14,W
Berkeley Twp.,NJ,2017-12-17,Mesonet,43,26.0,33,23,96,62,30.24,30.12,0.0,10,ENE
Berkeley Twp.,NJ,2017-12-16,Mesonet,42,14.0,28,14,99,49,30.16,29.9,0.0,28,W
Berkeley Twp.,NJ,2017-12-15,Mesonet,26,13.0,22,7,99,50,30.09,29.86,0.14,9,NNW
Berkeley Twp.,NJ,2017-12-14,Mesonet,34,14.0,30,11,101,47,30.08,29.46,0.04,24,WNW
Berkeley Twp.,NJ,2017-12-13,Mesonet,31,19.0,23,0,98,32,29.69,29.47,0.01,39,W
Berkeley Twp.,NJ,2017-12-12,Mesonet,52,25.0,41,7,97,42,29.89,29.4,0.0,34,WNW
Berkeley Twp.,NJ,2017-12-11,Mesonet,42,23.0,32,20,100,42,30.02,29.88,0.0,19,WNW
Berkeley Twp.,NJ,2017-12-10,Mesonet,38,26.0,30,24,102,58,30.01,29.71,0.0,20,W
Berkeley Twp.,NJ,2017-12-09,Mesonet,33,29.0,30,20,102,59,29.95,29.66,0.27,12,NNW
Berkeley Twp.,NJ,2017-12-08,Mesonet,38,27.0,27,15,93,40,30.08,29.93,0.0,12,W
Berkeley Twp.,NJ,2017-12-07,Mesonet,46,27.0,28,19,90,37,30.03,29.94,0.0,23,W
Berkeley Twp.,NJ,2017-12-06,Mesonet,59,32.0,59,11,98,28,30.02,29.78,0.01,32,WNW
Berkeley Twp.,NJ,2017-12-05,Mesonet,65,34.0,59,33,98,71,30.33,29.79,0.28,28,SSW
