383,144,135
384,144,137
385,144,144
386,144,38174
387,144,38417
388,145,27
389,145,49
390,145,81
391,145,87
392,145,104
393,145,106
394,145,136
395,145,140
396,145,145
397,146,43
398,146,160
399,147,20
400,147,69
401,148,148
402,148,32905
403,149,57
404,149,135
405,149,137
406,150,89
407,150,95
408,150,152
409,150,153
410,150,38081
411,151,3
412,151,64
413,151,151
414,152,14
415,152,89
416,152,153
417,153,150
418,153,152
419,153,38081
420,154,19
421,154,106
422,155,32
423,155,44
424,155,47
425,155,120
426,156,42
427,156,62
428,157,68
429,157,108
430,158,11
431,158,107
432,158,119
433,158,127
434,158,139
435,158,37953
436,159,62
437,159,114
438,160,146
439,160,38174
440,32905,125
441,32905,148
442,32906,125
443,37169,59
444,37169,107
445,37169,139
446,37169,37169
447,37953,41
448,37953,83
449,37953,103
450,37953,107
451,37953,109
452,37953,127
453,37953,158
454,38081,72
455,38081,89
456,38081,38081
457,38105,31
458,38105,32
459,38105,107
460,38174,5
461,38174,57
462,38174,63
463,38174,66
464,38174,118
465,38174,131
466,38174,134
467,38174,144
468,38174,160
469,38174,38417
470,38187,105
471,38187,106
472,38187,107
473,38187,38187
474,38417,78
475,38417,128
476,38417,131
477,38417,144
478,38417,149
479,38417,38174
480,39472,35
481,39472,67
482,39635,72
483,39635,98
484,43298,1
485,43298,28
486,43599,46
487,43599,121
488,43599,134
